,Mes,Inflacion,Desempleo,Expectativa_Inflacion,M1,expectativa inflacion mes siguiente,indice real de remuneraciones,Inflacion_anterior,Z,Inflacion_pred,Inflacion_pred_restr
149,2022-08-01,1.2,7.9293997650867,1.0,62074.438839824,1.0,-0.08015864809,1.4,-0.3999999999999999,1.0414644747034965,1.1289910303605788
150,2022-09-01,0.9,8.0400244066344,1.0,61294.437260305,0.9,-0.491235717021,1.2,-0.19999999999999996,1.1564992207874498,1.2317520229560932
151,2022-10-01,0.5,7.9683805988207,0.9,58932.693222604,0.6,-0.073513153792,0.9,0.0,1.0027059745654925,1.0679841237766008
152,2022-11-01,1.0,7.9488231355874,0.4,57669.044196203,0.5,-0.411186102742,0.5,-0.09999999999999998,0.6252478219388393,0.6171301761067122
153,2022-12-01,0.3,7.8627488308129,0.5,59294.683253082,0.5,1.0836716461092,1.0,-0.5,0.32329692975202784,0.3675777034865443
154,2023-01-01,0.8,8.0372443026616,0.5,58492.768699093,0.4,1.3280251907984,0.3,0.2,0.37414284113608476,0.405659480957141
155,2023-02-01,-0.1,8.3676406179058,0.4,56799.682022053,0.8,-0.107362813454,0.8,-0.4,0.4758298947370516,0.484681627509061
156,2023-03-01,1.1,8.808478760936,0.9,56868.837324269,0.4,0.0993447207887,-0.1,1.0,1.0739983624263159,1.121442173866525
157,2023-04-01,0.3,8.6597088797411,0.4,57476.678933408,0.4,-0.010622508413,1.1,-0.7000000000000001,0.38897270636853376,0.4089131232446317
158,2023-05-01,0.1,8.5247377029714,0.4,57532.61934582,0.3,0.5093085494202,0.3,0.10000000000000003,0.4189694421712352,0.42649742189387624
159,2023-06-01,-0.2,8.5275846527762,0.2,56602.985688147,0.3,0.8244582206944,0.1,0.1,0.17138900508768562,0.1576183937775242
160,2023-07-01,0.4,8.7722140467169,0.2,55907.037385497,0.2,0.0359286877462,-0.2,0.4,0.3802542343484341,0.3447818706347972
161,2023-08-01,0.1,8.9956512830772,0.3,55954.779745127,0.4,-0.214692947014,0.4,-0.10000000000000003,0.4229676763692948,0.411455730897073
162,2023-09-01,0.7,8.913008571937,0.5,56326.259796157,0.5,0.4949872579922,0.1,0.4,0.5295388332019597,0.54567555689594
163,2023-10-01,0.4,8.8864690786627,0.5,55801.006651876,0.3,-0.163601969311,0.7,-0.19999999999999996,0.5718969542901571,0.5917988157235159
164,2023-11-01,0.7,8.732412133756,0.2,56451.845786335,0.2,-0.586517117487,0.4,-0.2,0.4214075000740205,0.38952149328325236
165,2023-12-01,-0.5,8.4756393474728,0.1,58005.27656202,0.3,1.3383674772496,0.7,-0.6,-0.1384788784611516,-0.13859934295623555
166,2024-01-01,0.7,8.4356310785176,0.2,57972.70494589,0.1,0.5416675541732,-0.5,0.7,0.35092250500239364,0.3137789181172036
167,2024-02-01,0.6,8.5042567185626,0.2,58193.73494977,0.4,-0.63644484027,0.7,-0.49999999999999994,0.40451712792319533,0.3772932689107148
168,2024-03-01,0.4,8.6777779966085,0.4,58666.76163178,0.3,0.2910185020578,0.6,-0.19999999999999996,0.41331955641186946,0.4247145756641727
169,2024-04-01,0.5,8.5237837145473,0.3,57956.873740055,0.3,-0.1062772617,0.4,-0.10000000000000003,0.4384396295513322,0.4250151575781044
170,2024-05-01,0.3,8.3128804231685,0.3,58055.206689203,0.2,0.1484109796534,0.5,-0.2,0.3776422260204425,0.37070774467241674
171,2024-06-01,-0.1,8.3481780359655,0.1,58490.129923815,0.3,1.2892544383372,0.3,-0.19999999999999998,-0.048345952151623295,-0.06135859193852489
172,2024-07-01,0.7,8.6841757807491,0.5,57914.634415027,0.3,0.8629575517641,-0.1,0.6,0.5045746964874336,0.5200134712816069
173,2024-08-01,0.3,8.9013222957233,0.2,57087.663637103,0.4,0.1269789225953,0.7,-0.49999999999999994,0.20412500031999747,0.1947195276356809
174,2024-09-01,0.1,8.7423149114593,0.4,57612.582969,0.4,0.5916722107602,0.3,0.10000000000000003,0.3879934171677224,0.39821983876385864
175,2024-10-01,1.0,8.5800798734878,0.6,57902.406393,0.3,-0.850169399716,0.1,0.5,0.9616311301107302,0.9599575277873811
176,2024-11-01,0.2,8.2176493561929,0.3,58780.253542,0.1,-0.004182094688,1.0,-0.7,0.33552615727217355,0.33817688004318713
177,2024-12-01,-0.2,8.079730080387,0.1,61887.299004,0.6,0.8977862322693,0.2,-0.1,0.0915295283085018,0.06416442913838952
178,2025-01-01,1.1,8.0230055082,0.8,60381.782715,0.3,0.5428356180272,-0.2,1.0,0.9561801767074499,0.991347832758245
179,2025-02-01,0.4,8.3822153939868,0.4,61006.457191,0.5,-0.296635639491,1.1,-0.7000000000000001,0.4894224286993023,0.4996386443751869
180,2025-03-01,0.5,8.7089485873871,0.5,60924.32031,0.3,-0.001113233835,0.4,0.09999999999999998,0.6269126069015949,0.6369794668479716
181,2025-04-01,0.2,8.8410980092718,0.3,61411.766085,0.3,0.1365125187442,0.5,-0.2,0.3676156810237766,0.3607042954626254
182,2025-05-01,0.2,8.9430136868653,0.2,61745.159747,0.1,0.1243339991275,0.2,0.0,0.31457585472122085,0.288190281568236
183,2025-06-01,-0.4,8.892660584844,0.0,61045.761288,0.4,1.1008801321853,0.2,-0.2,-0.11043934931937938,-0.14025143103897408
184,2025-07-01,0.9,8.6989792816425,0.6,61508.745891,0.2,-0.379969506642,-0.4,1.0,0.9560147876011872,0.9477798235553602
185,2025-08-01,0.0,8.5611287247469,0.2,61277.342094,0.4,0.1582827753869,0.9,-0.7,0.20689929604987944,0.19856249346249077
186,2025-09-01,0.4,8.5289492688114,0.4,61641.396255,0.3,-0.03131000961,0.0,0.4,0.6141777214852641,0.5999091785981853
